0.0,2328
0.0,2365
0.0,2380
-0.291001807241,2377
-0.288142829256,2380
0.0,2376
-0.290595186532,2347
-0.29026794489,2358
-0.582170239769,2352
-0.58325563405,2379
0.0,2353
-0.58201286894,2348
-0.581809338824,2360
0.0,2352
-0.581892583937,2385
0.0,2402
-0.29053982628,2402
-0.290946291968,2404
0.0,2406
-0.290752155208,2440
-0.290752155208,2401
-0.288442561742,2422
0.0,2436
-0.583609026497,2430
-0.288651835232,2447
-0.293136591129,2420
-0.291024944858,2444
-0.290983299796,2442
-0.57957986659,2459
0.0,2472
-0.582939803386,2477
-0.582049889716,2474
0.0,2426
-0.581855583168,2424
-0.581661406309,2408
0.0,2472
-0.583841755165,2478
-0.583209166902,2492
0.0,2443
-0.58142117635,2435
-0.582086915201,2462
-0.291024944858,2453
-0.28976699163,2455
-0.583488080899,2468
-0.288715587452,2409
-0.585991599929,2447
0.0,2430
-0.581966599593,2481
-0.290909293553,2490
-0.580416214436,2460
-0.290752155208,2453
-0.583023372329,2425
0.0,2412
-0.5810427551,2471
-0.29127506577,2450
-0.578498953941,2474
-0.291804513248,2464
-0.29164640655,2439
-0.581698382385,2431
-0.291043457601,2447
-0.290867681581,2464
-0.581661406309,2420
0.0,2438
-0.580112644659,2434
-0.289267764512,2438
-0.293075565015,2426
-0.291043457601,2487
-0.290987926437,2469
-0.581735363162,2457
-0.290904669412,2455
-0.28988632797,2423
-0.58297694218,2444
-0.581587468257,2488
0.0,2471
-0.581938841515,2471
-0.581846333711,2456
-0.581513549001,2433
-0.290093104085,2458
-0.291159215626,2466
-0.582865539991,2474
-0.290927791584,2422
-0.290946291968,2405
-0.290867681581,2418
-0.290927791584,2419
-0.288542611191,2483
-0.585597838775,2477
-0.291140688155,2470
-0.581975852874,2481
-0.290923166856,2451
-0.581938841515,2471
-0.290729060944,2465
-0.290001167183,2455
-0.583292813099,2455
0.0,2435
-0.581818587105,2442
-0.581892583937,2443
0.0,2464
-0.581153461541,2472
-0.571712962962,2451
0.0,2430
-0.583339293577,2408
-0.290558277354,2428
-0.582670688573,2457
-0.581809338824,2455
0.0,2456
-0.584345083093,2456
-0.291391008142,2437
-0.291377090184,2455
-0.581772348642,2449
0.0,2508
-0.580766173438,2482
-0.582865539991,2472
0.0,2452
-0.583525289589,2455
-0.581698382385,2458
-0.581938841515,2466
-0.290964794706,2486
-0.290849191192,2455
-0.581855583168,2431
0.0,2455
-0.583171998515,2476
-0.288697369659,2463
-0.293155373509,2470
-0.582003614482,2461
-0.581698382385,2457
-0.29026794489,2452
-0.290581344491,2480
-0.583488080899,2459
-0.290964794706,2447
-0.290886174321,2433
-0.581818587105,2438
-0.290909293553,2408
-0.290946291968,2443
-0.580535889781,2454
0.0,2468
-0.581975852874,2450
-0.581966599593,2428
0.0,2430
-0.581698382385,2437
-0.289501133533,2463
-0.291762644795,2477
-0.582633588787,2451
-0.29102031704,2429
-0.28825629097,2419
-0.586865386887,2464
-0.291001807241,2478
-0.290175897151,2469
-0.581467359007,2480
-0.583134834865,2453
0.0,2427
-0.581744609091,2457
-0.291001807241,2456
-0.290849191192,2449
-0.290171296296,2471
-0.582049889716,2486
-0.582754180369,2472
0.0,2475
-0.581818587105,2447
-0.581809338824,2449
-0.290946291968,2465
-0.287613013427,2439
-0.293390356494,2441
-0.582902669323,2433
-0.29100643447,2441
-0.290886174321,2455
-0.290890797873,2455
-0.58142117635,2471
-0.290346231397,2459
-0.291103640284,2430
-0.582865539991,2427
0.0,2444
-0.582049889716,2467
-0.290576730771,2457
-0.291085119885,2451
-0.580112644659,2462
-0.583209166902,2434
-0.291024944858,2461
-0.290927791584,2482
-0.290830703154,2467
-0.581855583168,2490
-0.581578227323,2455
0.0,2414
-0.588885967578,2415
-0.29148847109,2454
-0.29100643447,2481
-0.581892583937,2502
-0.58142117635,2438
-0.290969420758,2447
-0.28938211406,2436
0.0,2443
-0.58252231777,2477
-0.582003614482,2472
-0.290927791584,2453
-0.581966599593,2435
-0.290733679504,2413
-0.58201286894,2462
-0.290249530671,2485
-0.291316794394,2495
-0.290983299796,2477
-0.581966599593,2406
-0.29077525314,2409
-0.291001807241,2425
-0.5810427551,2456
0.0,2465
-0.583106965235,2424
-0.581966599593,2423
0.0,2419
-0.582429624384,2432
0.0,2457
-0.576548906274,2455
-0.585719660668,2478
-0.291511686164,2449
-0.28982205773,2410
-0.58400011671,2428
-0.581735363162,2467
0.0,2491
-0.585017538516,2483
-0.582318431252,2470
-0.291432769995,2433
-0.290849191192,2452
-0.290904669412,2448
-0.576630652763,2474
-0.29276144832,2484
-0.290752155208,2444
-0.583097675951,2441
-0.582281376309,2453
0.0,2477
-0.581855583168,2488
0.0,2447
-0.581772348642,2425
-0.579882878878,2408
0.0,2428
-0.58240182212,2445
-0.582587220698,2473
0.0,2477
-0.582049889716,2493
-0.290599800838,2498
-0.575895767811,2427
-0.586357709735,2438
0.0,2460
-0.582327695725,2452
-0.58204063408,2439
0.0,2437
-0.581661406309,2424
-0.289845008115,2452
-0.29160922987,2471
-0.291177745456,2476
-0.29100643447,2506
-0.581735363162,2450
-0.290909293553,2442
-0.58154126652,2429
-0.28938211406,2468
-0.292153884892,2469
-0.581929589411,2477
-0.291066601842,2485
-0.290789113661,2446
-0.581966599593,2432
-0.582086915201,2448
0.0,2467
-0.58325563405,2480
-0.581966599593,2434
-0.29026794489,2443
-0.291590645084,2448
-0.581966599593,2460
-0.287798453489,2468
-0.293352733905,2466
-0.582791295514,2467
-0.582318431252,2441
0.0,2449
-0.581772348642,2456
-0.290872304545,2444
-0.29026794489,2473
-0.289941439439,2450
-0.584186534431,2427
-0.290909293553,2426
-0.291061972699,2443
-0.581661406309,2471
-0.290867681581,2505
-0.290946291968,2458
-0.289959814586,2447
-0.583060521772,2404
-0.582244326081,2432
